Encompass Health Rehabilitation Hospital of Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,ITEM_SERVICE_PACKAGE,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,ANTHEM BCBS OF COLORADO (BCOA) negotiated charge,BC OF CO ANTHEM EXCHANGE (BOAZ) negotiated charge,BC OF CO ANTHEM MEDICARE (BOAM) negotiated charge,BCBS OF COLORADO (BCCO) negotiated charge,BRIGHT HEALTH EXCHANGE (BRHZ) negotiated charge,BRIGHT HEALTH PLAN (BRH) negotiated charge,BRIGHT HEALTH PLAN MCR (BRHM) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CHOICE CARE NET MEDICARE (CHOM) negotiated charge,CHOICE CARE NETWORK (CHO) negotiated charge,CIGNA (CIG) negotiated charge,CIGNA EXCHANGE (CIGZ) negotiated charge,CIGNA MEDICARE (CIGM) negotiated charge,CO ACCESS CHP HMO MCD (CAHD) negotiated charge,COLORADO ACCESS MEDICAID (CAAD) negotiated charge,COLORADO CHOICE EXCHANGE (COLZ) negotiated charge,COLORADO CHOICE HEALTH (COL) negotiated charge,COVENTRY HEALTHCARE (CHC) negotiated charge,COVENTRY HEALTHCARE WC (CHCW) negotiated charge,FIRST HEALTH (FTH) negotiated charge,FIRST HEALTH WORK COMP (FTHW) negotiated charge,HEALTHNET FEDERAL SVCS (HFS) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,LONGEVITY HEALTH PLAN MCR (LHPM) negotiated charge,MULTIPLAN (MUL) negotiated charge,MY INNOVAGE PACE DUAL (MIPB) negotiated charge,ONE CALL MEDICAL WC (OCLW) negotiated charge,PINNACOL ASSURANCE WC (PINW) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,ROCKY MOUNTAIN HMO (RMH) negotiated charge,ROCKY MOUNTAIN MEDICARE (RMHM) negotiated charge,ROCKY MTN PACE DUAL (RMPM) negotiated charge,SLOANS LAKE MANAGED CARE (SLK) negotiated charge,TRIWEST VETERANS (TWV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,ZELIAS NET SOLUTIONS WC (ZNSW) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,DOXYCYCLINE 100MG POW INJ,250,$101.47,$76.10,$67.38,$85.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$81.18,$85.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$71.03,NA,NA,$76.10,NA,NA,NA,NA,NA,NA,NA,NA,$67.38,$81.18
Inpatient Rehabilitation Services,DOXYCYCLINE 100MG TAB,250,$11.49,$8.62,$7.63,$9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.19,$9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8.04,NA,NA,$8.62,NA,NA,NA,NA,NA,NA,NA,NA,$7.63,$9.19
Inpatient Rehabilitation Services,DOXYCYCLINE 20mg TAB,250,$4.16,$3.12,$2.76,$3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.33,$3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.91,NA,NA,$3.12,NA,NA,NA,NA,NA,NA,NA,NA,$2.76,$3.33
Inpatient Rehabilitation Services,DOXYCYCLINE 25 MG/5 ML POW,250,$26.57,$19.93,$17.64,$22.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21.26,$22.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18.60,NA,NA,$19.93,NA,NA,NA,NA,NA,NA,NA,NA,$17.64,$21.26
Inpatient Rehabilitation Services,DOXYCYCLINE HYCLATE 100 MG CA,250,$19.36,$14.52,$12.86,$16.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15.49,$16.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13.55,NA,NA,$14.52,NA,NA,NA,NA,NA,NA,NA,NA,$12.86,$15.49
Inpatient Rehabilitation Services,DOXYCYCLINE HYCLATE 50 MG CAP,250,$7.89,$5.92,$5.24,$6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6.31,$6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.52,NA,NA,$5.92,NA,NA,NA,NA,NA,NA,NA,NA,$5.24,$6.31
Inpatient Rehabilitation Services,DOXYCYCLINE MONO 100MG CAP,250,$8.29,$6.22,$5.50,$6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6.63,$6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.80,NA,NA,$6.22,NA,NA,NA,NA,NA,NA,NA,NA,$5.50,$6.63
Inpatient Rehabilitation Services,DOXYCYCLINE MONOHYD 100MG TAB,250,$8.40,$6.30,$5.58,$7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6.72,$7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5.88,NA,NA,$6.30,NA,NA,NA,NA,NA,NA,NA,NA,$5.58,$6.72
Inpatient Rehabilitation Services,DOXYCYCLINE MONOHYD 50MG CAP,250,$5.08,$3.81,$3.37,$4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.06,$4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$3.56,NA,NA,$3.81,NA,NA,NA,NA,NA,NA,NA,NA,$3.37,$4.06
Inpatient Rehabilitation Services,DOXYCYCLINE MONOHYDR 50MG TAB,250,$11.75,$8.81,$7.80,$9.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.40,$9.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8.23,NA,NA,$8.81,NA,NA,NA,NA,NA,NA,NA,NA,$7.80,$9.40
Inpatient Rehabilitation Services,DOXYLAMINE 25mg TAB,250,$3.50,$2.63,$2.32,$2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.80,$2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.45,NA,NA,$2.63,NA,NA,NA,NA,NA,NA,NA,NA,$2.32,$2.80
Inpatient Rehabilitation Services,DRONABINOL 2.5 MG CAP,250,$20.62,$15.47,$13.69,$17.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16.50,$17.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14.43,NA,NA,$15.47,NA,NA,NA,NA,NA,NA,NA,NA,$13.69,$16.50
Inpatient Rehabilitation Services,DRONEDARONE 400 MG TAB,250,$46.09,$34.57,$30.60,$38.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36.87,$38.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32.26,NA,NA,$34.57,NA,NA,NA,NA,NA,NA,NA,NA,$30.60,$36.87
Inpatient Rehabilitation Services,DROXIDOPA 100 MG CAP,250,$54.79,$41.09,$36.38,$46.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$43.83,$46.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38.35,NA,NA,$41.09,NA,NA,NA,NA,NA,NA,NA,NA,$36.38,$43.83
Inpatient Rehabilitation Services,DROXIDOPA 200 MG CAP,250,$109.59,$82.19,$72.77,$92.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$87.67,$92.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$76.71,NA,NA,$82.19,NA,NA,NA,NA,NA,NA,NA,NA,$72.77,$87.67
Inpatient Rehabilitation Services,DSW IV SOL 1000 ML,250,$15.40,$11.55,$10.23,$12.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12.32,$12.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$10.78,NA,NA,$11.55,NA,NA,NA,NA,NA,NA,NA,NA,$10.23,$12.32
Inpatient Rehabilitation Services,DULAGLUTIDE 0.75 MG/0.5 ML SOL,250,$837.17,$627.88,$555.88,$703.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$669.74,$703.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$586.02,NA,NA,$627.88,NA,NA,NA,NA,NA,NA,NA,NA,$555.88,$669.74
Inpatient Rehabilitation Services,DULAGLUTIDE 1.5MG/0.5ML SOL UD,250,$837.17,$627.88,$555.88,$703.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$669.74,$703.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$586.02,NA,NA,$627.88,NA,NA,NA,NA,NA,NA,NA,NA,$555.88,$669.74
Inpatient Rehabilitation Services,DULERA INH 100MCG/5MCG,250,$1307.67,$980.75,$868.29,$1098.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1046.14,$1098.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$915.37,NA,NA,$980.75,NA,NA,NA,NA,NA,NA,NA,NA,$868.29,$1046.14
Inpatient Rehabilitation Services,DULERA INH 200MCG/5MCG,250,$1307.67,$980.75,$868.29,$1098.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$1046.14,$1098.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$915.37,NA,NA,$980.75,NA,NA,NA,NA,NA,NA,NA,NA,$868.29,$1046.14
Inpatient Rehabilitation Services,DULOXETINE 20 MG CAP,250,$24.49,$18.37,$16.26,$20.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19.59,$20.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17.14,NA,NA,$18.37,NA,NA,NA,NA,NA,NA,NA,NA,$16.26,$19.59
Inpatient Rehabilitation Services,DULOXETINE 30 MG CAP,250,$20.74,$15.56,$13.77,$17.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16.59,$17.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14.52,NA,NA,$15.56,NA,NA,NA,NA,NA,NA,NA,NA,$13.77,$16.59
Inpatient Rehabilitation Services,DULOXETINE 60MG CAP UD,250,$27.48,$20.61,$18.25,$23.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21.98,$23.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19.24,NA,NA,$20.61,NA,NA,NA,NA,NA,NA,NA,NA,$18.25,$21.98
Inpatient Rehabilitation Services,DUPILUMAB 300MG/2 ML SOL,250,$6531.19,$4898.39,$4336.71,$5486.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$5224.95,$5486.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4571.83,NA,NA,$4898.39,NA,NA,NA,NA,NA,NA,NA,NA,$4336.71,$5224.95
Inpatient Rehabilitation Services,DUTASTERIDE 0.5 MG CAP,250,$21.18,$15.89,$14.06,$17.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16.94,$17.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14.83,NA,NA,$15.89,NA,NA,NA,NA,NA,NA,NA,NA,$14.06,$16.94
Inpatient Rehabilitation Services,ECONAZOLE TOPICAL 1% CRE,250,$210.24,$157.68,$139.60,$176.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$168.19,$176.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$147.17,NA,NA,$157.68,NA,NA,NA,NA,NA,NA,NA,NA,$139.60,$168.19
Inpatient Rehabilitation Services,ECONAZOLE TOPICAL 1% CRE 15GM,250,$105.14,$78.86,$69.81,$88.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$84.11,$88.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$73.60,NA,NA,$78.86,NA,NA,NA,NA,NA,NA,NA,NA,$69.81,$84.11
Inpatient Rehabilitation Services,EDOXABAN 15 MG TAB,250,$54.47,$40.85,$36.17,$45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$43.58,$45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38.13,NA,NA,$40.85,NA,NA,NA,NA,NA,NA,NA,NA,$36.17,$43.58
Inpatient Rehabilitation Services,EDOXABAN 30 MG TAB UD,250,$54.47,$40.85,$36.17,$45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$43.58,$45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38.13,NA,NA,$40.85,NA,NA,NA,NA,NA,NA,NA,NA,$36.17,$43.58
Inpatient Rehabilitation Services,EDOXABAN 60 MG TAB,250,$54.47,$40.85,$36.17,$45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$43.58,$45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$38.13,NA,NA,$40.85,NA,NA,NA,NA,NA,NA,NA,NA,$36.17,$43.58
Inpatient Rehabilitation Services,EFAVIRENZ 200 MG CAP,250,$41.19,$30.89,$27.35,$34.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32.95,$34.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28.83,NA,NA,$30.89,NA,NA,NA,NA,NA,NA,NA,NA,$27.35,$32.95
Inpatient Rehabilitation Services,EFAVIRENZ 600 MG TAB,250,$130.42,$97.82,$86.60,$109.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$104.34,$109.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$91.29,NA,NA,$97.82,NA,NA,NA,NA,NA,NA,NA,NA,$86.60,$104.34
Inpatient Rehabilitation Services,ELECTROLYT REPLACEMENT SOL POW,250,$6.13,$4.60,$4.07,$5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.90,$5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$4.29,NA,NA,$4.60,NA,NA,NA,NA,NA,NA,NA,NA,$4.07,$4.90
Inpatient Rehabilitation Services,ELECTROLYTE PLASMA-LYTE IV SOL,250,$35.00,$26.25,$23.24,$29.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28.00,$29.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24.50,NA,NA,$26.25,NA,NA,NA,NA,NA,NA,NA,NA,$23.24,$28.00
Inpatient Rehabilitation Services,ELETRIPTAN 20MG TAB,250,$214.87,$161.15,$142.67,$180.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$171.90,$180.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$150.41,NA,NA,$161.15,NA,NA,NA,NA,NA,NA,NA,NA,$142.67,$171.90
Inpatient Rehabilitation Services,ELUXADOLINE 100 MG TAB,250,$92.22,$69.17,$61.23,$77.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$73.78,$77.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$64.55,NA,NA,$69.17,NA,NA,NA,NA,NA,NA,NA,NA,$61.23,$73.78
Inpatient Rehabilitation Services,ELUXADOLINE 75 MG TAB,250,$92.22,$69.17,$61.23,$77.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$73.78,$77.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$64.55,NA,NA,$69.17,NA,NA,NA,NA,NA,NA,NA,NA,$61.23,$73.78
Inpatient Rehabilitation Services,"EMOLLIENTS, TOP - PASTE 113GM",250,$49.40,$37.05,$32.80,$41.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$39.52,$41.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$34.58,NA,NA,$37.05,NA,NA,NA,NA,NA,NA,NA,NA,$32.80,$39.52
Inpatient Rehabilitation Services,"EMOLLIENTS, TOP OIN 112.5GM",250,$11.21,$8.41,$7.44,$9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8.97,$9.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.85,NA,NA,$8.41,NA,NA,NA,NA,NA,NA,NA,NA,$7.44,$8.97
Inpatient Rehabilitation Services,"EMOLLIENTS, TOP-CR (118GM)",250,$17.66,$13.25,$11.73,$14.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14.13,$14.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12.36,NA,NA,$13.25,NA,NA,NA,NA,NA,NA,NA,NA,$11.73,$14.13
Inpatient Rehabilitation Services,"Emollients, topical - Cre 60gm",250,$9.41,$7.06,$6.25,$7.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.53,$7.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6.59,NA,NA,$7.06,NA,NA,NA,NA,NA,NA,NA,NA,$6.25,$7.53
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL - EMU 90GM",250,$156.27,$117.20,$103.76,$131.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$125.02,$131.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$109.39,NA,NA,$117.20,NA,NA,NA,NA,NA,NA,NA,NA,$103.76,$125.02
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL - GEL 14GM",250,$11.76,$8.82,$7.81,$9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.41,$9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8.23,NA,NA,$8.82,NA,NA,NA,NA,NA,NA,NA,NA,$7.81,$9.41
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL - OIN 10GM",250,$3.50,$2.63,$2.32,$2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.80,$2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.45,NA,NA,$2.63,NA,NA,NA,NA,NA,NA,NA,NA,$2.32,$2.80
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL - OIN 50GM",250,$19.22,$14.42,$12.76,$16.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15.38,$16.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13.45,NA,NA,$14.42,NA,NA,NA,NA,NA,NA,NA,NA,$12.76,$15.38
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL - OIN 70GM",250,$10.56,$7.92,$7.01,$8.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$8.45,$8.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.39,NA,NA,$7.92,NA,NA,NA,NA,NA,NA,NA,NA,$7.01,$8.45
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL - OIN 8GM",250,$3.50,$2.63,$2.32,$2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.80,$2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$2.45,NA,NA,$2.63,NA,NA,NA,NA,NA,NA,NA,NA,$2.32,$2.80
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL - OIN 90GM",250,$25.89,$19.42,$17.19,$21.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20.71,$21.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18.12,NA,NA,$19.42,NA,NA,NA,NA,NA,NA,NA,NA,$17.19,$20.71
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL CRE 192GMM",250,$21.03,$15.77,$13.96,$17.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16.82,$17.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14.72,NA,NA,$15.77,NA,NA,NA,NA,NA,NA,NA,NA,$13.96,$16.82
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL CRE 226GM",250,$33.22,$24.92,$22.06,$27.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26.58,$27.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23.25,NA,NA,$24.92,NA,NA,NA,NA,NA,NA,NA,NA,$22.06,$26.58
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL CRE 240GM",250,$13.36,$10.02,$8.87,$11.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$10.69,$11.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.35,NA,NA,$10.02,NA,NA,NA,NA,NA,NA,NA,NA,$8.87,$10.69
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL CREAM 57GM",250,$19.21,$14.41,$12.76,$16.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15.37,$16.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13.45,NA,NA,$14.41,NA,NA,NA,NA,NA,NA,NA,NA,$12.76,$15.37
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL CRM 454GM",250,$41.83,$31.37,$27.78,$35.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33.46,$35.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$29.28,NA,NA,$31.37,NA,NA,NA,NA,NA,NA,NA,NA,$27.78,$33.46
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL -LIQ 473ML",250,$18.38,$13.79,$12.20,$15.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14.70,$15.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12.87,NA,NA,$13.79,NA,NA,NA,NA,NA,NA,NA,NA,$12.20,$14.70
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL LOT 177 ML",250,$9.01,$6.76,$5.98,$7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$7.21,$7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$6.31,NA,NA,$6.76,NA,NA,NA,NA,NA,NA,NA,NA,$5.98,$7.21
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL LOT 241GM",250,$15.44,$11.58,$10.25,$12.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12.35,$12.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$10.81,NA,NA,$11.58,NA,NA,NA,NA,NA,NA,NA,NA,$10.25,$12.35
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL -OIN 100GM",250,$28.25,$21.19,$18.76,$23.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22.60,$23.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19.78,NA,NA,$21.19,NA,NA,NA,NA,NA,NA,NA,NA,$18.76,$22.60
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL OIN 113GM",250,$31.28,$23.46,$20.77,$26.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25.02,$26.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21.90,NA,NA,$23.46,NA,NA,NA,NA,NA,NA,NA,NA,$20.77,$25.02
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL -OIN 300GM",250,$13.10,$9.83,$8.70,$11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$10.48,$11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$9.17,NA,NA,$9.83,NA,NA,NA,NA,NA,NA,NA,NA,$8.70,$10.48
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL -OIN 396GM",250,$55.99,$41.99,$37.18,$47.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$44.79,$47.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$39.19,NA,NA,$41.99,NA,NA,NA,NA,NA,NA,NA,NA,$37.18,$44.79
Inpatient Rehabilitation Services,"EMOLLIENTS, TOPICAL-CRE 114GM",250,$20.71,$15.53,$13.75,$17.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16.57,$17.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14.50,NA,NA,$15.53,NA,NA,NA,NA,NA,NA,NA,NA,$13.75,$16.57
