Encompass Health Rehabilitation Hospital of Tallahassee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,ADVANET WORK COMP (ADVW) negotiated charge,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,AETNA WORKERS COMP ACCESS (AETW) negotiated charge,BC HEALTH OPTIONS EXCHANG (BHOZ) negotiated charge,BCBS OUT OF STATE (BCBS) negotiated charge,BCFL BLUE SELECT (BCSE) negotiated charge,BCFL NETWORK BLUE (BCNB) negotiated charge,BCFL TRADITIONAL (BCFL) negotiated charge,BLUE CROSS HEALTH OPTIONS (BCHO) negotiated charge,CAREWORKS (CRW) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,CORVEL WORK COMP (CVLW) negotiated charge,FEDERAL BLUE CROSS (BCFD) negotiated charge,FIRST HEALTH (FTH) negotiated charge,HEALTH OPTIONS MEDICARE (BCHM) negotiated charge,HEALTHEASE STAYWELL (WLCS) negotiated charge,HERITAGE SUMMIT WORK COMP (HSHW) negotiated charge,HUMANA (HUM) negotiated charge,HUMANA MEDICARE (HUMM) negotiated charge,MULTIPLAN (MUL) negotiated charge,NETWORK BLUE MEDICARE (BCBM) negotiated charge,NOVANET (NOVA) negotiated charge,PROVIDER NET OF AMERICA (PAM) negotiated charge,PYR/AMERICAN PROGRESSIVE (AMPM) negotiated charge,THE RENY COMPANY WC (REN) negotiated charge,TRICARE (TRI) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE MEDICAR (UHCM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge,ZELIAS NETWORK SOLUTIONS (ZNS) negotiated charge
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-B,NA,NA,$29470.30,$35674.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$31021.37,NA,NA,NA,NA,$31021.37,NA,NA,NA,NA,NA,$31021.37,NA,$35674.57,$31021.37,NA,$31021.37,$31021.37,NA,$29470.30,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-C,NA,NA,$24161.80,$29248.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25433.47,NA,NA,NA,NA,$25433.47,NA,NA,NA,NA,NA,$25433.47,NA,$29248.49,$25433.47,NA,$25433.47,$25433.47,NA,$24161.80,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Cardiac,CMG 1404-D,NA,NA,$21808.37,$26399.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22956.18,NA,NA,NA,NA,$22956.18,NA,NA,NA,NA,NA,$22956.18,NA,$26399.60,$22956.18,NA,$22956.18,$22956.18,NA,$21808.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-A,NA,NA,$13299.26,$16099.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13999.22,NA,NA,NA,NA,$13999.22,NA,NA,NA,NA,NA,$13999.22,NA,$16099.10,$13999.22,NA,$13999.22,$13999.22,NA,$13299.26,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-B,NA,NA,$18530.22,$22431.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19505.49,NA,NA,NA,NA,$19505.49,NA,NA,NA,NA,NA,$19505.49,NA,$22431.32,$19505.49,NA,$19505.49,$19505.49,NA,$18530.22,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-C,NA,NA,$14839.97,$17964.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15621.02,NA,NA,NA,NA,$15621.02,NA,NA,NA,NA,NA,$15621.02,NA,$17964.18,$15621.02,NA,$15621.02,$15621.02,NA,$14839.97,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1501-D,NA,NA,$13863.56,$16782.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14593.22,NA,NA,NA,NA,$14593.22,NA,NA,NA,NA,NA,$14593.22,NA,$16782.21,$14593.22,NA,$14593.22,$14593.22,NA,$13863.56,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-A,NA,NA,$16399.35,$19851.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17262.48,NA,NA,NA,NA,$17262.48,NA,NA,NA,NA,NA,$17262.48,NA,$19851.85,$17262.48,NA,$17262.48,$17262.48,NA,$16399.35,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-B,NA,NA,$22849.39,$27659.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24051.99,NA,NA,NA,NA,$24051.99,NA,NA,NA,NA,NA,$24051.99,NA,$27659.79,$24051.99,NA,$24051.99,$24051.99,NA,$22849.39,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-C,NA,NA,$18299.04,$22151.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19262.15,NA,NA,NA,NA,$19262.15,NA,NA,NA,NA,NA,$19262.15,NA,$22151.47,$19262.15,NA,$19262.15,$19262.15,NA,$18299.04,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1502-D,NA,NA,$17095.76,$20694.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$17995.54,NA,NA,NA,NA,$17995.54,NA,NA,NA,NA,NA,$17995.54,NA,$20694.87,$17995.54,NA,$17995.54,$17995.54,NA,$17095.76,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-A,NA,NA,$19041.40,$23050.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20043.58,NA,NA,NA,NA,$20043.58,NA,NA,NA,NA,NA,$20043.58,NA,$23050.11,$20043.58,NA,$20043.58,$20043.58,NA,$19041.40,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-B,NA,NA,$26529.59,$32114.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$27925.88,NA,NA,NA,NA,$27925.88,NA,NA,NA,NA,NA,$27925.88,NA,$32114.77,$27925.88,NA,$27925.88,$27925.88,NA,$26529.59,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-C,NA,NA,$21245.50,$25718.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$22363.68,NA,NA,NA,NA,$22363.68,NA,NA,NA,NA,NA,$22363.68,NA,$25718.23,$22363.68,NA,$22363.68,$22363.68,NA,$21245.50,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1503-D,NA,NA,$19848.37,$24026.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20893.02,NA,NA,NA,NA,$20893.02,NA,NA,NA,NA,NA,$20893.02,NA,$24026.98,$20893.02,NA,$20893.02,$20893.02,NA,$19848.37,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-A,NA,NA,$22076.88,$26724.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23238.82,NA,NA,NA,NA,$23238.82,NA,NA,NA,NA,NA,$23238.82,NA,$26724.64,$23238.82,NA,$23238.82,$23238.82,NA,$22076.88,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-B,NA,NA,$30758.30,$37233.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$32377.16,NA,NA,NA,NA,$32377.16,NA,NA,NA,NA,NA,$32377.16,NA,$37233.73,$32377.16,NA,$32377.16,$32377.16,NA,$30758.30,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-C,NA,NA,$24631.34,$29816.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25927.72,NA,NA,NA,NA,$25927.72,NA,NA,NA,NA,NA,$25927.72,NA,$29816.88,$25927.72,NA,$25927.72,$25927.72,NA,$24631.34,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pulmonary,CMG 1504-D,NA,NA,$23013.08,$27857.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24224.30,NA,NA,NA,NA,$24224.30,NA,NA,NA,NA,NA,$24224.30,NA,$27857.94,$24224.30,NA,$24224.30,$24224.30,NA,$23013.08,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-A,NA,NA,$11527.36,$13954.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12134.07,NA,NA,NA,NA,$12134.07,NA,NA,NA,NA,NA,$12134.07,NA,$13954.17,$12134.07,NA,$12134.07,$12134.07,NA,$11527.36,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-B,NA,NA,$14199.56,$17188.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14946.91,NA,NA,NA,NA,$14946.91,NA,NA,NA,NA,NA,$14946.91,NA,$17188.94,$14946.91,NA,$14946.91,$14946.91,NA,$14199.56,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-C,NA,NA,$14199.56,$17188.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14946.91,NA,NA,NA,NA,$14946.91,NA,NA,NA,NA,NA,$14946.91,NA,$17188.94,$14946.91,NA,$14946.91,$14946.91,NA,$14199.56,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1601-D,NA,NA,$12806.74,$15502.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13480.78,NA,NA,NA,NA,$13480.78,NA,NA,NA,NA,NA,$13480.78,NA,$15502.90,$13480.78,NA,$13480.78,$13480.78,NA,$12806.74,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-A,NA,NA,$12911.56,$15629.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13591.12,NA,NA,NA,NA,$13591.12,NA,NA,NA,NA,NA,$13591.12,NA,$15629.79,$13591.12,NA,$13591.12,$13591.12,NA,$12911.56,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-B,NA,NA,$15906.84,$19255.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16744.04,NA,NA,NA,NA,$16744.04,NA,NA,NA,NA,NA,$16744.04,NA,$19255.65,$16744.04,NA,$16744.04,$16744.04,NA,$15906.84,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-C,NA,NA,$15906.84,$19255.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16744.04,NA,NA,NA,NA,$16744.04,NA,NA,NA,NA,NA,$16744.04,NA,$19255.65,$16744.04,NA,$16744.04,$16744.04,NA,$15906.84,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1602-D,NA,NA,$14346.02,$17366.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15101.08,NA,NA,NA,NA,$15101.08,NA,NA,NA,NA,NA,$15101.08,NA,$17366.24,$15101.08,NA,$15101.08,$15101.08,NA,$14346.02,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-A,NA,NA,$15779.05,$19100.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16609.52,NA,NA,NA,NA,$16609.52,NA,NA,NA,NA,NA,$16609.52,NA,$19100.95,$16609.52,NA,$16609.52,$16609.52,NA,$15779.05,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-B,NA,NA,$19439.14,$23531.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20462.25,NA,NA,NA,NA,$20462.25,NA,NA,NA,NA,NA,$20462.25,NA,$23531.59,$20462.25,NA,$20462.25,$20462.25,NA,$19439.14,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-C,NA,NA,$19439.14,$23531.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20462.25,NA,NA,NA,NA,$20462.25,NA,NA,NA,NA,NA,$20462.25,NA,$23531.59,$20462.25,NA,$20462.25,$20462.25,NA,$19439.14,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1603-D,NA,NA,$17530.84,$21221.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18453.51,NA,NA,NA,NA,$18453.51,NA,NA,NA,NA,NA,$18453.51,NA,$21221.54,$18453.51,NA,$18453.51,$18453.51,NA,$17530.84,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-A,NA,NA,$20049.40,$24270.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21104.63,NA,NA,NA,NA,$21104.63,NA,NA,NA,NA,NA,$21104.63,NA,$24270.32,$21104.63,NA,$21104.63,$21104.63,NA,$20049.40,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-B,NA,NA,$24698.82,$29898.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25998.76,NA,NA,NA,NA,$25998.76,NA,NA,NA,NA,NA,$25998.76,NA,$29898.58,$25998.76,NA,$25998.76,$25998.76,NA,$24698.82,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-C,NA,NA,$24698.82,$29898.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25998.76,NA,NA,NA,NA,$25998.76,NA,NA,NA,NA,NA,$25998.76,NA,$29898.58,$25998.76,NA,$25998.76,$25998.76,NA,$24698.82,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Pain syndrome,CMG 1604-D,NA,NA,$22275.03,$26964.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23447.40,NA,NA,NA,NA,$23447.40,NA,NA,NA,NA,NA,$23447.40,NA,$26964.51,$23447.40,NA,$23447.40,$23447.40,NA,$22275.03,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-A,NA,NA,$12969.00,$15699.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13651.58,NA,NA,NA,NA,$13651.58,NA,NA,NA,NA,NA,$13651.58,NA,$15699.32,$13651.58,NA,$13651.58,$13651.58,NA,$12969.00,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-B,NA,NA,$19973.29,$24178.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21024.52,NA,NA,NA,NA,$21024.52,NA,NA,NA,NA,NA,$21024.52,NA,$24178.20,$21024.52,NA,$21024.52,$21024.52,NA,$19973.29,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-C,NA,NA,$15668.48,$18967.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16493.14,NA,NA,NA,NA,$16493.14,NA,NA,NA,NA,NA,$16493.14,NA,$18967.11,$16493.14,NA,$16493.14,$16493.14,NA,$15668.48,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1701-D,NA,NA,$14242.64,$17241.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14992.25,NA,NA,NA,NA,$14992.25,NA,NA,NA,NA,NA,$14992.25,NA,$17241.09,$14992.25,NA,$14992.25,$14992.25,NA,$14242.64,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-A,NA,NA,$15839.35,$19173.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16673.00,NA,NA,NA,NA,$16673.00,NA,NA,NA,NA,NA,$16673.00,NA,$19173.95,$16673.00,NA,$16673.00,$16673.00,NA,$15839.35,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-B,NA,NA,$24392.98,$29528.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$25676.82,NA,NA,NA,NA,$25676.82,NA,NA,NA,NA,NA,$25676.82,NA,$29528.34,$25676.82,NA,$25676.82,$25676.82,NA,$24392.98,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-C,NA,NA,$19137.60,$23166.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$20144.85,NA,NA,NA,NA,$20144.85,NA,NA,NA,NA,NA,$20144.85,NA,$23166.57,$20144.85,NA,$20144.85,$20144.85,NA,$19137.60,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1702-D,NA,NA,$17395.86,$21058.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18311.43,NA,NA,NA,NA,$18311.43,NA,NA,NA,NA,NA,$18311.43,NA,$21058.15,$18311.43,NA,$18311.43,$18311.43,NA,$17395.86,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-A,NA,NA,$18777.19,$22730.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19765.47,NA,NA,NA,NA,$19765.47,NA,NA,NA,NA,NA,$19765.47,NA,$22730.29,$19765.47,NA,$19765.47,$19765.47,NA,$18777.19,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-B,NA,NA,$28918.92,$35007.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$30440.97,NA,NA,NA,NA,$30440.97,NA,NA,NA,NA,NA,$30440.97,NA,$35007.11,$30440.97,NA,$30440.97,$30440.97,NA,$28918.92,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-C,NA,NA,$22685.70,$27461.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23879.68,NA,NA,NA,NA,$23879.68,NA,NA,NA,NA,NA,$23879.68,NA,$27461.64,$23879.68,NA,$23879.68,$23879.68,NA,$22685.70,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1703-D,NA,NA,$20622.32,$24963.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21707.70,NA,NA,NA,NA,$21707.70,NA,NA,NA,NA,NA,$21707.70,NA,$24963.86,$21707.70,NA,$21707.70,$21707.70,NA,$20622.32,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-A,NA,NA,$20771.65,$25144.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$21864.90,NA,NA,NA,NA,$21864.90,NA,NA,NA,NA,NA,$21864.90,NA,$25144.63,$21864.90,NA,$21864.90,$21864.90,NA,$20771.65,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-B,NA,NA,$31990.30,$38725.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33674.00,NA,NA,NA,NA,$33674.00,NA,NA,NA,NA,NA,$33674.00,NA,$38725.09,$33674.00,NA,$33674.00,$33674.00,NA,$31990.30,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-C,NA,NA,$25096.57,$30380.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26417.44,NA,NA,NA,NA,$26417.44,NA,NA,NA,NA,NA,$26417.44,NA,$30380.05,$26417.44,NA,$26417.44,$26417.44,NA,$25096.57,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1704-D,NA,NA,$22813.49,$27616.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$24014.20,NA,NA,NA,NA,$24014.20,NA,NA,NA,NA,NA,$24014.20,NA,$27616.33,$24014.20,NA,$24014.20,$24014.20,NA,$22813.49,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-A,NA,NA,$22791.95,$27590.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23991.53,NA,NA,NA,NA,$23991.53,NA,NA,NA,NA,NA,$23991.53,NA,$27590.26,$23991.53,NA,$23991.53,$23991.53,NA,$22791.95,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-B,NA,NA,$35103.32,$42493.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$36950.86,NA,NA,NA,NA,$36950.86,NA,NA,NA,NA,NA,$36950.86,NA,$42493.49,$36950.86,NA,$36950.86,$36950.86,NA,$35103.32,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-C,NA,NA,$27539.02,$33336.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$28988.44,NA,NA,NA,NA,$28988.44,NA,NA,NA,NA,NA,$28988.44,NA,$33336.71,$28988.44,NA,$28988.44,$28988.44,NA,$27539.02,NA,NA
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",CMG 1705-D,NA,NA,$25033.39,$30303.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$26350.93,NA,NA,NA,NA,$26350.93,NA,NA,NA,NA,NA,$26350.93,NA,$30303.57,$26350.93,NA,$26350.93,$26350.93,NA,$25033.39,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-A,NA,NA,$11745.62,$14218.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$12363.81,NA,NA,NA,NA,$12363.81,NA,NA,NA,NA,NA,$12363.81,NA,$14218.38,$12363.81,NA,$12363.81,$12363.81,NA,$11745.62,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-B,NA,NA,$17777.81,$21520.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18713.49,NA,NA,NA,NA,$18713.49,NA,NA,NA,NA,NA,$18713.49,NA,$21520.51,$18713.49,NA,$18713.49,$18713.49,NA,$17777.81,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-C,NA,NA,$14101.92,$17070.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$14844.13,NA,NA,NA,NA,$14844.13,NA,NA,NA,NA,NA,$14844.13,NA,$17070.75,$14844.13,NA,$14844.13,$14844.13,NA,$14101.92,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1801-D,NA,NA,$12664.59,$15330.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$13331.15,NA,NA,NA,NA,$13331.15,NA,NA,NA,NA,NA,$13331.15,NA,$15330.82,$13331.15,NA,$13331.15,$13331.15,NA,$12664.59,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-A,NA,NA,$14959.15,$18108.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$15746.47,NA,NA,NA,NA,$15746.47,NA,NA,NA,NA,NA,$15746.47,NA,$18108.44,$15746.47,NA,$15746.47,$15746.47,NA,$14959.15,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-B,NA,NA,$22639.75,$27406.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$23831.32,NA,NA,NA,NA,$23831.32,NA,NA,NA,NA,NA,$23831.32,NA,$27406.01,$23831.32,NA,$23831.32,$23831.32,NA,$22639.75,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-C,NA,NA,$17957.30,$21737.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$18902.42,NA,NA,NA,NA,$18902.42,NA,NA,NA,NA,NA,$18902.42,NA,$21737.78,$18902.42,NA,$18902.42,$18902.42,NA,$17957.30,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1802-D,NA,NA,$16127.97,$19523.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$16976.81,NA,NA,NA,NA,$16976.81,NA,NA,NA,NA,NA,$16976.81,NA,$19523.33,$16976.81,NA,$16976.81,$16976.81,NA,$16127.97,NA,NA
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,CMG 1803-A,NA,NA,$18353.60,$22217.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$19319.58,NA,NA,NA,NA,$19319.58,NA,NA,NA,NA,NA,$19319.58,NA,$22217.52,$19319.58,NA,$19319.58,$19319.58,NA,$18353.60,NA,NA
